source_file,title,chapter,chapter_no,section,section_no,date_or_page,first_total,first_correct,first_wrong,first_rate,second_total,second_correct,second_wrong,second_rate,has_first_data,has_second_data,section_order,first_rate_pct,second_rate_pct
03_王道计组.csv,王道计算机组成原理 课后习题正确率记录,第5章 中央处理器,5,5.5 异常和中断机制,5.5,524,13,7,6,0.5384615384615384,0,0,0,,True,False,5,53.84615384615385,
03_王道计组.csv,王道计算机组成原理 课后习题正确率记录,第7章 输入/输出系统,7,7.2 I/O接口,7.2,527,17,10,7,0.5882352941176471,0,0,0,,True,False,2,58.82352941176471,
03_王道计组.csv,王道计算机组成原理 课后习题正确率记录,第7章 输入/输出系统,7,7.3 I/O方式,7.3,528,55,33,22,0.6,0,0,0,,True,False,3,60.0,
03_王道计组.csv,王道计算机组成原理 课后习题正确率记录,第1章 计算机系统概述,1,1.3 计算机的性能指标,1.3,508,20,12,8,0.6,0,0,0,,True,False,3,60.0,
03_王道计组.csv,王道计算机组成原理 课后习题正确率记录,第3章 存储系统,3,3.6 虚拟存储器,3.6,517,20,12,8,0.6,0,0,0,,True,False,6,60.0,
03_王道计组.csv,王道计算机组成原理 课后习题正确率记录,第5章 中央处理器,5,5.1 CPU的功能和基本结构,5.1,521,24,15,9,0.625,0,0,0,,True,False,1,62.5,
03_王道计组.csv,王道计算机组成原理 课后习题正确率记录,第3章 存储系统,3,3.5 高速缓冲存储器,3.5,516,35,22,13,0.6285714285714286,0,0,0,,True,False,5,62.857142857142854,
03_王道计组.csv,王道计算机组成原理 课后习题正确率记录,第5章 中央处理器,5,5.3 数据通路的功能和基本结构,5.3,522,18,12,6,0.6666666666666666,0,0,0,,True,False,3,66.66666666666666,
03_王道计组.csv,王道计算机组成原理 课后习题正确率记录,第2章 数据的表示和运算,2,2.2 运算方法和运算电路,2.2,510,35,25,10,0.7142857142857143,0,0,0,,True,False,2,71.42857142857143,
03_王道计组.csv,王道计算机组成原理 课后习题正确率记录,第5章 中央处理器,5,5.2 指令执行过程,5.2,521,11,8,3,0.7272727272727273,0,0,0,,True,False,2,72.72727272727273,
