source_file,title,chapter,chapter_no,section,section_no,date_or_page,first_total,first_correct,first_wrong,first_rate,second_total,second_correct,second_wrong,second_rate,has_first_data,has_second_data,section_order,first_rate_pct,second_rate_pct
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第1章 绪论,1,1.1 数据结构的基本概念,1.1,,0,0,0,,0,0,0,,False,False,1,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第1章 绪论,1,1.2 算法和算法评价,1.2,,0,0,0,,0,0,0,,False,False,2,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第2章 线性表,2,2.1 线性表的定义和基本操作,2.1,,0,0,0,,0,0,0,,False,False,1,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第2章 线性表,2,2.2 线性表的顺序表示,2.2,,0,0,0,,0,0,0,,False,False,2,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第2章 线性表,2,2.3 线性表的链式表示,2.3,,0,0,0,,0,0,0,,False,False,3,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第3章 栈、队列和数组,3,3.1 栈,3.1,,0,0,0,,0,0,0,,False,False,1,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第3章 栈、队列和数组,3,3.2 队列,3.2,,0,0,0,,0,0,0,,False,False,2,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第3章 栈、队列和数组,3,3.3 栈和队列的应用,3.3,,0,0,0,,0,0,0,,False,False,3,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第3章 栈、队列和数组,3,3.4 数组和特殊矩阵,3.4,,0,0,0,,0,0,0,,False,False,4,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第4章 串,4,4.1 串的定义和实现,4.1,,0,0,0,,0,0,0,,False,False,1,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第4章 串,4,4.2 串的模式匹配,4.2,,0,0,0,,0,0,0,,False,False,2,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第5章 树与二叉树,5,5.1 树的基本概念,5.1,,0,0,0,,0,0,0,,False,False,1,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第5章 树与二叉树,5,5.2 二叉树的概念,5.2,,0,0,0,,0,0,0,,False,False,2,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第5章 树与二叉树,5,5.3 二叉树的遍历和线索二叉树,5.3,,0,0,0,,0,0,0,,False,False,3,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第5章 树与二叉树,5,5.4 树、森林,5.4,,0,0,0,,0,0,0,,False,False,4,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第5章 树与二叉树,5,5.5 树与二叉树的应用,5.5,,0,0,0,,0,0,0,,False,False,5,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第6章 图,6,6.1 图的基本概念,6.1,,0,0,0,,0,0,0,,False,False,1,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第6章 图,6,6.2 图的存储及基本操作,6.2,,0,0,0,,0,0,0,,False,False,2,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第6章 图,6,6.3 图的遍历,6.3,,0,0,0,,0,0,0,,False,False,3,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第6章 图,6,6.4 图的应用,6.4,,0,0,0,,0,0,0,,False,False,4,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第7章 查找,7,7.1 查找的基本概念,7.1,,0,0,0,,0,0,0,,False,False,1,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第7章 查找,7,7.2 顺序查找和折半查找,7.2,,0,0,0,,0,0,0,,False,False,2,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第7章 查找,7,7.3 树形查找,7.3,,0,0,0,,0,0,0,,False,False,3,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第7章 查找,7,7.4 B树和B+树,7.4,,0,0,0,,0,0,0,,False,False,4,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第7章 查找,7,7.5 散列(Hash)表,7.5,,0,0,0,,0,0,0,,False,False,5,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第8章 排序,8,8.1 排序的基本概念,8.1,,0,0,0,,0,0,0,,False,False,1,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第8章 排序,8,8.2 插入排序,8.2,,0,0,0,,0,0,0,,False,False,2,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第8章 排序,8,8.3 交换排序,8.3,,0,0,0,,0,0,0,,False,False,3,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第8章 排序,8,8.4 选择排序,8.4,,0,0,0,,0,0,0,,False,False,4,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第8章 排序,8,8.5 归并排序、基数排序和计数排序,8.5,,0,0,0,,0,0,0,,False,False,5,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第8章 排序,8,8.6 各种内部排序算法的比较及应用,8.6,,0,0,0,,0,0,0,,False,False,6,,
04_王道数据结构.csv,王道数据结构 课后习题正确率记录,第8章 排序,8,8.7 外部排序,8.7,,0,0,0,,0,0,0,,False,False,7,,
